Country Name,Country Code,Region,IncomeGroup,Year,Tourists
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2015,224000.0
Colombia,COL,Latin America & Caribbean,Upper middle income,2015,3371000.0
Comoros,COM,Sub-Saharan Africa,Lower middle income,2015,23600.00038
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2015,520000.0
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2015,2899000.0
Cuba,CUB,Latin America & Caribbean,Upper middle income,2015,3540000.0
Curacao,CUW,Latin America & Caribbean,High income,2015,1072000.0
Cayman Islands,CYM,Latin America & Caribbean,High income,2015,2102000.0
Cyprus,CYP,Europe & Central Asia,High income,2015,2780000.0
Czechia,CZE,Europe & Central Asia,High income,2015,29604000.0
Germany,DEU,Europe & Central Asia,High income,2015,34970000.0
Dominica,DMA,Latin America & Caribbean,Upper middle income,2015,358000.0
Denmark,DNK,Europe & Central Asia,High income,2015,28209000.0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2015,6129000.0
Algeria,DZA,Middle East & North Africa,Upper middle income,2015,1710000.0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2015,1676000.0
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2015,9328000.0
Eritrea,ERI,Sub-Saharan Africa,Low income,2015,114000.0
Spain,ESP,Europe & Central Asia,High income,2015,109834000.0
Estonia,EST,Europe & Central Asia,High income,2015,5696000.0
Ethiopia,ETH,Sub-Saharan Africa,Low income,2015,864000.0
Finland,FIN,Europe & Central Asia,High income,2015,2622000.0
Fiji,FJI,East Asia & Pacific,Upper middle income,2015,869000.0
France,FRA,Europe & Central Asia,High income,2015,203302000.0
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2015,31200.00076
United Kingdom,GBR,Europe & Central Asia,High income,2015,36792000.0
Georgia,GEO,Europe & Central Asia,Upper middle income,2015,5256000.0
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2015,897000.0
Guinea,GIN,Sub-Saharan Africa,Lower middle income,2015,35000.0
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2015,449000.0
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2015,43799.99924
Greece,GRC,Europe & Central Asia,High income,2015,26114000.0
Grenada,GRD,Latin America & Caribbean,Upper middle income,2015,437000.0
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2015,1865000.0
Guam,GUM,East Asia & Pacific,High income,2015,1409000.0
Guyana,GUY,Latin America & Caribbean,High income,2015,207000.0
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2015,59308000.0
Honduras,HND,Latin America & Caribbean,Lower middle income,2015,2093000.0
Croatia,HRV,Europe & Central Asia,High income,2015,55858000.0
Haiti,HTI,Latin America & Caribbean,Lower middle income,2015,1190000.0
Hungary,HUN,Europe & Central Asia,High income,2015,48345000.0
Indonesia,IDN,East Asia & Pacific,Upper middle income,2015,10407000.0
India,IND,South Asia,Lower middle income,2015,13284000.0
Ireland,IRL,Europe & Central Asia,High income,2015,9528000.0
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2015,5237000.0
Iceland,ISL,Europe & Central Asia,High income,2015,1389000.0
Israel,ISR,Middle East & North Africa,High income,2015,3109000.0
Italy,ITA,Europe & Central Asia,High income,2015,81068000.0
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2015,3692000.0
Jordan,JOR,Middle East & North Africa,Lower middle income,2015,4809000.0
Japan,JPN,East Asia & Pacific,High income,2015,19737000.0
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2015,6430000.0
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2015,1181000.0
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2015,4000000.0
Cambodia,KHM,East Asia & Pacific,Lower middle income,2015,4775000.0
Kiribati,KIR,East Asia & Pacific,Lower middle income,2015,8199.999809
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2015,1036000.0
"Korea, Rep.",KOR,East Asia & Pacific,High income,2015,13232000.0
Kuwait,KWT,Middle East & North Africa,High income,2015,6941000.0
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2015,4684000.0
Lebanon,LBN,Middle East & North Africa,Lower middle income,2015,1518000.0
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2015,1031000.0
Liechtenstein,LIE,Europe & Central Asia,High income,2015,56700.00076
Sri Lanka,LKA,South Asia,Lower middle income,2015,1993000.0
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2015,1082000.0
Lithuania,LTU,Europe & Central Asia,High income,2015,5048000.0
Luxembourg,LUX,Europe & Central Asia,High income,2015,1090000.0
Latvia,LVA,Europe & Central Asia,High income,2015,6842000.0
"Macao SAR, China",MAC,East Asia & Pacific,High income,2015,30715000.0
Morocco,MAR,Middle East & North Africa,Lower middle income,2015,10542000.0
Monaco,MCO,Europe & Central Asia,High income,2015,331000.0
Moldova,MDA,Europe & Central Asia,Upper middle income,2015,94400.00153
Madagascar,MDG,Sub-Saharan Africa,Low income,2015,282000.0
Maldives,MDV,South Asia,Upper middle income,2015,1234000.0
Mexico,MEX,Latin America & Caribbean,Upper middle income,2015,87129000.0
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2015,6300.000191
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2015,486000.0
Mali,MLI,Sub-Saharan Africa,Low income,2015,159000.0
Malta,MLT,Middle East & North Africa,High income,2015,2383000.0
Myanmar,MMR,East Asia & Pacific,Lower middle income,2015,4681000.0
Montenegro,MNE,Europe & Central Asia,Upper middle income,2015,1560000.0
Mongolia,MNG,East Asia & Pacific,Upper middle income,2015,467000.0
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2015,479000.0
Mozambique,MOZ,Sub-Saharan Africa,Low income,2015,1634000.0
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2015,1174000.0
Malawi,MWI,Sub-Saharan Africa,Low income,2015,805000.0
Malaysia,MYS,East Asia & Pacific,Upper middle income,2015,25721000.0
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2015,1488000.0
New Caledonia,NCL,East Asia & Pacific,High income,2015,114000.0
Niger,NER,Sub-Saharan Africa,Low income,2015,135000.0
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2015,6017000.0
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2015,1456000.0
Netherlands,NLD,Europe & Central Asia,High income,2015,15007000.0
Norway,NOR,Europe & Central Asia,High income,2015,5361000.0
Nepal,NPL,South Asia,Lower middle income,2015,539000.0
New Zealand,NZL,East Asia & Pacific,High income,2015,3129000.0
Oman,OMN,Middle East & North Africa,High income,2015,2634000.0
Panama,PAN,Latin America & Caribbean,High income,2015,2553000.0
Peru,PER,Latin America & Caribbean,Upper middle income,2015,4381000.0
Philippines,PHL,East Asia & Pacific,Lower middle income,2015,5361000.0
Palau,PLW,East Asia & Pacific,High income,2015,162000.0
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2015,199000.0
Poland,POL,Europe & Central Asia,High income,2015,77743000.0
Puerto Rico,PRI,Latin America & Caribbean,High income,2015,5051000.0
Portugal,PRT,Europe & Central Asia,High income,2015,11723000.0
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2015,4102000.0
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2015,432000.0
French Polynesia,PYF,East Asia & Pacific,High income,2015,239000.0
Qatar,QAT,Middle East & North Africa,High income,2015,2941000.0
Romania,ROU,Europe & Central Asia,High income,2015,9331000.0
Russian Federation,RUS,Europe & Central Asia,High income,2015,33729000.0
Rwanda,RWA,Sub-Saharan Africa,Low income,2015,1298000.0
Saudi Arabia,SAU,Middle East & North Africa,High income,2015,21834000.0
Sudan,SDN,Sub-Saharan Africa,Low income,2015,741000.0
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2015,1014000.0
Singapore,SGP,East Asia & Pacific,High income,2015,15231500.0
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2015,21600.00038
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2015,31000.0
El Salvador,SLV,Latin America & Caribbean,Upper middle income,2015,1973000.0
San Marino,SMR,Europe & Central Asia,High income,2015,1888000.0
Serbia,SRB,Europe & Central Asia,Upper middle income,2015,1132000.0
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2015,25600.00038
Suriname,SUR,Latin America & Caribbean,Upper middle income,2015,229000.0
Slovak Republic,SVK,Europe & Central Asia,High income,2015,14936000.0
Slovenia,SVN,Europe & Central Asia,High income,2015,3022000.0
Sweden,SWE,Europe & Central Asia,High income,2015,6482000.0
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2015,1256000.0
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2015,2407000.0
Seychelles,SYC,Sub-Saharan Africa,High income,2015,296000.0
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2015,1316000.0
Chad,TCD,Sub-Saharan Africa,Low income,2015,120000.0
Togo,TGO,Sub-Saharan Africa,Low income,2015,273000.0
Thailand,THA,East Asia & Pacific,Upper middle income,2015,29923000.0
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2015,414000.0
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2015,61599.99847
Tonga,TON,East Asia & Pacific,Upper middle income,2015,72599.99847
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2015,519000.0
Tunisia,TUN,Middle East & North Africa,Lower middle income,2015,5359000.0
Turkiye,TUR,Europe & Central Asia,Upper middle income,2015,41114000.0
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2015,2400.000095
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2015,1137000.0
Uganda,UGA,Sub-Saharan Africa,Low income,2015,1303000.0
Ukraine,UKR,Europe & Central Asia,Upper middle income,2015,13025000.0
Uruguay,URY,Latin America & Caribbean,High income,2015,3286000.0
United States,USA,North America,High income,2015,176864531.3
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2015,1918000.0
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2015,207000.0
"Venezuela, RB",VEN,Latin America & Caribbean,,2015,882000.0
British Virgin Islands,VGB,Latin America & Caribbean,High income,2015,393000.0
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2015,2643000.0
Viet Nam,VNM,East Asia & Pacific,Lower middle income,2015,7944000.0
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2015,287000.0
Samoa,WSM,East Asia & Pacific,Lower middle income,2015,139000.0
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2015,398000.0
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2015,13952000.0
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2015,932000.0
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2015,2057000.0
Aruba,ABW,Latin America & Caribbean,High income,2016,1758000.0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2016,397000.0
Albania,ALB,Europe & Central Asia,Upper middle income,2016,4736000.0
Andorra,AND,Europe & Central Asia,High income,2016,8025000.0
United Arab Emirates,ARE,Middle East & North Africa,High income,2016,20894000.0
Argentina,ARG,Latin America & Caribbean,Upper middle income,2016,6668000.0
Armenia,ARM,Europe & Central Asia,Upper middle income,2016,1260000.0
American Samoa,ASM,East Asia & Pacific,High income,2016,20100.00038
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2016,874000.0
Australia,AUS,East Asia & Pacific,High income,2016,8269000.0
Austria,AUT,Europe & Central Asia,High income,2016,28121000.0
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2016,2249000.0
Burundi,BDI,Sub-Saharan Africa,Low income,2016,187000.0
Belgium,BEL,Europe & Central Asia,High income,2016,7481000.0
Benin,BEN,Sub-Saharan Africa,Lower middle income,2016,292000.0
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2016,152000.0
Bangladesh,BGD,South Asia,Lower middle income,2016,182000.0
Bulgaria,BGR,Europe & Central Asia,High income,2016,10604000.0
Bahrain,BHR,Middle East & North Africa,High income,2016,10158000.0
"Bahamas, The",BHS,Latin America & Caribbean,High income,2016,6265000.0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2016,778000.0
Belarus,BLR,Europe & Central Asia,Upper middle income,2016,10935000.0
Belize,BLZ,Latin America & Caribbean,Upper middle income,2016,1391000.0
Bermuda,BMU,North America,High income,2016,642000.0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2016,961000.0
Brazil,BRA,Latin America & Caribbean,Upper middle income,2016,6547000.0
Barbados,BRB,Latin America & Caribbean,High income,2016,1227000.0
Brunei Darussalam,BRN,East Asia & Pacific,High income,2016,4257000.0
Bhutan,BTN,South Asia,Lower middle income,2016,210000.0
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2016,1712000.0
Central African Republic,CAF,Sub-Saharan Africa,Low income,2016,82000.0
Canada,CAN,North America,High income,2016,30142000.0
Switzerland,CHE,Europe & Central Asia,High income,2016,10402000.0
Chile,CHL,Latin America & Caribbean,High income,2016,6712000.0
China,CHN,East Asia & Pacific,Upper middle income,2016,141774000.0
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2016,1583000.0
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2016,994000.0
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2016,351000.0
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2016,213000.0
Colombia,COL,Latin America & Caribbean,Upper middle income,2016,3675000.0
Comoros,COM,Sub-Saharan Africa,Lower middle income,2016,26799.99924
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2016,598000.0
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2016,3204000.0
Cuba,CUB,Latin America & Caribbean,Upper middle income,2016,4009000.0
Curacao,CUW,Latin America & Caribbean,High income,2016,944000.0
Cayman Islands,CYM,Latin America & Caribbean,High income,2016,2097000.0
Cyprus,CYP,Europe & Central Asia,High income,2016,3286000.0
Czechia,CZE,Europe & Central Asia,High income,2016,32519000.0
Germany,DEU,Europe & Central Asia,High income,2016,35555000.0
Dominica,DMA,Latin America & Caribbean,Upper middle income,2016,356000.0
Denmark,DNK,Europe & Central Asia,High income,2016,28692000.0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2016,6769000.0
Algeria,DZA,Middle East & North Africa,Upper middle income,2016,2039000.0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2016,1569000.0
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2016,5399000.0
Eritrea,ERI,Sub-Saharan Africa,Low income,2016,142000.0
Spain,ESP,Europe & Central Asia,High income,2016,115561000.0
Estonia,EST,Europe & Central Asia,High income,2016,5942000.0
Ethiopia,ETH,Sub-Saharan Africa,Low income,2016,871000.0
Finland,FIN,Europe & Central Asia,High income,2016,2789000.0
Fiji,FJI,East Asia & Pacific,Upper middle income,2016,963000.0
France,FRA,Europe & Central Asia,High income,2016,203042000.0
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2016,29600.00038
United Kingdom,GBR,Europe & Central Asia,High income,2016,39129000.0
Georgia,GEO,Europe & Central Asia,Upper middle income,2016,5393000.0
Guinea,GIN,Sub-Saharan Africa,Lower middle income,2016,63000.0
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2016,450000.0
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2016,45200.00076
Greece,GRC,Europe & Central Asia,High income,2016,28071000.0
Grenada,GRD,Latin America & Caribbean,Upper middle income,2016,474000.0
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2016,1906000.0
Guam,GUM,East Asia & Pacific,High income,2016,1536000.0
Guyana,GUY,Latin America & Caribbean,High income,2016,235000.0
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2016,56655000.0
Honduras,HND,Latin America & Caribbean,Lower middle income,2016,2228000.0
Croatia,HRV,Europe & Central Asia,High income,2016,57587000.0
Haiti,HTI,Latin America & Caribbean,Lower middle income,2016,1153000.0
Hungary,HUN,Europe & Central Asia,High income,2016,52890000.0
Indonesia,IDN,East Asia & Pacific,Upper middle income,2016,11519000.0
India,IND,South Asia,Lower middle income,2016,14570000.0
Ireland,IRL,Europe & Central Asia,High income,2016,10100000.0
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2016,4942000.0
Iceland,ISL,Europe & Central Asia,High income,2016,1891000.0
Israel,ISR,Middle East & North Africa,High income,2016,3070000.0
Italy,ITA,Europe & Central Asia,High income,2016,84925000.0
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2016,3837000.0
Jordan,JOR,Middle East & North Africa,Lower middle income,2016,4236000.0
Japan,JPN,East Asia & Pacific,High income,2016,24039000.0
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2016,6509000.0
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2016,1340000.0
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2016,3853000.0
Cambodia,KHM,East Asia & Pacific,Lower middle income,2016,5012000.0
Kiribati,KIR,East Asia & Pacific,Lower middle income,2016,7599.999905
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2016,1055000.0
"Korea, Rep.",KOR,East Asia & Pacific,High income,2016,17242000.0
Kuwait,KWT,Middle East & North Africa,High income,2016,7055000.0
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2016,4239000.0
Lebanon,LBN,Middle East & North Africa,Lower middle income,2016,1688000.0
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2016,948000.0
Liechtenstein,LIE,Europe & Central Asia,High income,2016,69099.99847
Sri Lanka,LKA,South Asia,Lower middle income,2016,2168000.0
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2016,1196000.0
Lithuania,LTU,Europe & Central Asia,High income,2016,5322000.0
Luxembourg,LUX,Europe & Central Asia,High income,2016,1054000.0
Latvia,LVA,Europe & Central Asia,High income,2016,6797000.0
"Macao SAR, China",MAC,East Asia & Pacific,High income,2016,30950000.0
Morocco,MAR,Middle East & North Africa,Lower middle income,2016,10677000.0
Monaco,MCO,Europe & Central Asia,High income,2016,336000.0
Moldova,MDA,Europe & Central Asia,Upper middle income,2016,121000.0
Madagascar,MDG,Sub-Saharan Africa,Low income,2016,333000.0
Maldives,MDV,South Asia,Upper middle income,2016,1286000.0
Mexico,MEX,Latin America & Caribbean,Upper middle income,2016,94853000.0
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2016,5400.000095
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2016,510000.0
Mali,MLI,Sub-Saharan Africa,Low income,2016,173000.0
Malta,MLT,Middle East & North Africa,High income,2016,2592000.0
Myanmar,MMR,East Asia & Pacific,Lower middle income,2016,2907000.0
Montenegro,MNE,Europe & Central Asia,Upper middle income,2016,1662000.0
Mongolia,MNG,East Asia & Pacific,Upper middle income,2016,471000.0
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2016,531000.0
Mozambique,MOZ,Sub-Saharan Africa,Low income,2016,1715000.0
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2016,1307000.0
Malawi,MWI,Sub-Saharan Africa,Low income,2016,849000.0
Malaysia,MYS,East Asia & Pacific,Upper middle income,2016,26757000.0
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2016,1551000.0
New Caledonia,NCL,East Asia & Pacific,High income,2016,116000.0
Niger,NER,Sub-Saharan Africa,Low income,2016,152000.0
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2016,5265000.0
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2016,1596000.0
Netherlands,NLD,Europe & Central Asia,High income,2016,15828000.0
Norway,NOR,Europe & Central Asia,High income,2016,5960000.0
Nepal,NPL,South Asia,Lower middle income,2016,753000.0
New Zealand,NZL,East Asia & Pacific,High income,2016,3494000.0
Oman,OMN,Middle East & North Africa,High income,2016,3207000.0
Panama,PAN,Latin America & Caribbean,High income,2016,2379000.0
Peru,PER,Latin America & Caribbean,Upper middle income,2016,4718000.0
Philippines,PHL,East Asia & Pacific,Lower middle income,2016,5967000.0
Palau,PLW,East Asia & Pacific,High income,2016,138000.0
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2016,198000.0
Poland,POL,Europe & Central Asia,High income,2016,80476000.0
Puerto Rico,PRI,Latin America & Caribbean,High income,2016,5003000.0
Portugal,PRT,Europe & Central Asia,High income,2016,13359000.0
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2016,4318000.0
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2016,400000.0
French Polynesia,PYF,East Asia & Pacific,High income,2016,241000.0
Qatar,QAT,Middle East & North Africa,High income,2016,2938000.0
Romania,ROU,Europe & Central Asia,High income,2016,10223000.0
Russian Federation,RUS,Europe & Central Asia,High income,2016,24571000.0
Rwanda,RWA,Sub-Saharan Africa,Low income,2016,1377000.0
Saudi Arabia,SAU,Middle East & North Africa,High income,2016,20887000.0
Sudan,SDN,Sub-Saharan Africa,Low income,2016,800000.0
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2016,1219000.0
Singapore,SGP,East Asia & Pacific,High income,2016,16403000.0
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2016,23200.00076
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2016,60000.0
El Salvador,SLV,Latin America & Caribbean,Upper middle income,2016,2052000.0
San Marino,SMR,Europe & Central Asia,High income,2016,2000000.0
Serbia,SRB,Europe & Central Asia,Upper middle income,2016,1281000.0
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2016,28899.99962
Suriname,SUR,Latin America & Caribbean,Upper middle income,2016,257000.0
Slovak Republic,SVK,Europe & Central Asia,High income,2016,17376000.0
Slovenia,SVN,Europe & Central Asia,High income,2016,3397000.0
Sweden,SWE,Europe & Central Asia,High income,2016,6782000.0
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2016,1279000.0
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2016,2197000.0
Seychelles,SYC,Sub-Saharan Africa,High income,2016,333000.0
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2016,1043000.0
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2016,1296000.0
Chad,TCD,Sub-Saharan Africa,Low income,2016,98000.0
Togo,TGO,Sub-Saharan Africa,Low income,2016,338000.0
Thailand,THA,East Asia & Pacific,Upper middle income,2016,32530000.0
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2016,344000.0
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2016,65599.99847
Tonga,TON,East Asia & Pacific,Upper middle income,2016,86699.99695
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2016,492000.0
Tunisia,TUN,Middle East & North Africa,Lower middle income,2016,5724000.0
Turkiye,TUR,Europe & Central Asia,Upper middle income,2016,30907000.0
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2016,2500.0
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2016,1284000.0
Uganda,UGA,Sub-Saharan Africa,Low income,2016,1323000.0
Ukraine,UKR,Europe & Central Asia,Upper middle income,2016,13734000.0
Uruguay,URY,Latin America & Caribbean,High income,2016,3632000.0
United States,USA,North America,High income,2016,175261484.4
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2016,2027000.0
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2016,227000.0
"Venezuela, RB",VEN,Latin America & Caribbean,,2016,681000.0
British Virgin Islands,VGB,Latin America & Caribbean,High income,2016,408000.0
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2016,2574000.0
Viet Nam,VNM,East Asia & Pacific,Lower middle income,2016,10013000.0
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2016,351600.0061
Samoa,WSM,East Asia & Pacific,Lower middle income,2016,146000.0
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2016,15121000.0
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2016,956000.0
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2016,2168000.0
Aruba,ABW,Latin America & Caribbean,High income,2017,1863000.0
Angola,AGO,Sub-Saharan Africa,Lower middle income,2017,261000.0
Albania,ALB,Europe & Central Asia,Upper middle income,2017,5118000.0
Andorra,AND,Europe & Central Asia,High income,2017,8152000.0
United Arab Emirates,ARE,Middle East & North Africa,High income,2017,21805000.0
Argentina,ARG,Latin America & Caribbean,Upper middle income,2017,6711000.0
Armenia,ARM,Europe & Central Asia,Upper middle income,2017,1495000.0
American Samoa,ASM,East Asia & Pacific,High income,2017,20000.0
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2017,1040000.0
Australia,AUS,East Asia & Pacific,High income,2017,8815000.0
Austria,AUT,Europe & Central Asia,High income,2017,29460000.0
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2017,2697000.0
Burundi,BDI,Sub-Saharan Africa,Low income,2017,299000.0
Belgium,BEL,Europe & Central Asia,High income,2017,8385000.0
Benin,BEN,Sub-Saharan Africa,Lower middle income,2017,307000.0
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2017,143000.0
Bangladesh,BGD,South Asia,Lower middle income,2017,237000.0
Bulgaria,BGR,Europe & Central Asia,High income,2017,11596000.0
Bahrain,BHR,Middle East & North Africa,High income,2017,11374000.0
"Bahamas, The",BHS,Latin America & Caribbean,High income,2017,6136000.0
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2017,923000.0
Belarus,BLR,Europe & Central Asia,Upper middle income,2017,11060000.0
Belize,BLZ,Latin America & Caribbean,Upper middle income,2017,1441000.0
Bermuda,BMU,North America,High income,2017,688000.0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2017,1109000.0
Brazil,BRA,Latin America & Caribbean,Upper middle income,2017,6589000.0
Barbados,BRB,Latin America & Caribbean,High income,2017,1345000.0
Brunei Darussalam,BRN,East Asia & Pacific,High income,2017,4316000.0
Bhutan,BTN,South Asia,Lower middle income,2017,255000.0
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2017,1775000.0
Central African Republic,CAF,Sub-Saharan Africa,Low income,2017,107000.0
Canada,CAN,North America,High income,2017,31081000.0
Switzerland,CHE,Europe & Central Asia,High income,2017,11133000.0
Chile,CHL,Latin America & Caribbean,High income,2017,7621000.0
China,CHN,East Asia & Pacific,Upper middle income,2017,153260000.0
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2017,1800000.0
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2017,1081000.0
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2017,151000.0
Colombia,COL,Latin America & Caribbean,Upper middle income,2017,4056000.0
Comoros,COM,Sub-Saharan Africa,Lower middle income,2017,28000.0
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2017,668000.0
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2017,3231000.0
Cuba,CUB,Latin America & Caribbean,Upper middle income,2017,4654000.0
Curacao,CUW,Latin America & Caribbean,High income,2017,1058000.0
Cayman Islands,CYM,Latin America & Caribbean,High income,2017,2147000.0
Cyprus,CYP,Europe & Central Asia,High income,2017,3750000.0
Czechia,CZE,Europe & Central Asia,High income,2017,34701000.0
Germany,DEU,Europe & Central Asia,High income,2017,37452000.0
Dominica,DMA,Latin America & Caribbean,Upper middle income,2017,230000.0
Denmark,DNK,Europe & Central Asia,High income,2017,30736000.0
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2017,7296000.0
Algeria,DZA,Middle East & North Africa,Upper middle income,2017,2451000.0
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2017,1806000.0
